a,_,l,i,t,t,l,e,_,_,_,_,_
a,_,l,o,t,_,_,_,_,_,_,_,_
a,b,d,o,m,e,n,_,_,_,_,_,e
a,b,o,r,t,i,o,n,_,_,_,_,o
a,b,o,u,t,_,_,_,_,_,_,_,_
a,b,o,u,t,_,t,o,_,d,o,_,_
a,b,o,v,e,_,_,_,_,_,_,_,a
a,b,r,o,a,d,_,_,_,_,_,_,_
a,b,s,e,n,t,_,_,_,_,_,_,t
a,b,s,o,l,u,t,e,l,y,_,_,u
a,b,u,s,e,_,_,_,_,_,_,_,r
a,c,c,e,l,e,r,a,t,o,r,_,r
a,c,c,e,n,t,_,_,_,_,_,_,o
a,c,c,e,p,t,_,_,_,_,_,_,a
a,c,c,e,s,s,_,_,_,_,_,_,_
a,c,c,i,d,e,n,t,_,_,_,_,e
a,c,c,o,m,m,o,d,a,t,i,o,m
a,c,c,o,m,p,a,n,y,_,_,_,a
a,c,c,o,m,p,l,i,s,h,_,_,g
a,c,c,o,r,d,i,n,g,_,_,_,_
a,c,c,o,u,n,t,_,_,_,_,_,a
a,c,c,o,u,n,t,a,n,t,_,_,b
a,c,c,u,r,a,t,e,_,_,_,_,s
a,c,c,u,s,e,_,_,_,_,_,_,r
a,c,h,e,_,_,_,_,_,_,_,_,_
a,c,i,d,_,_,_,_,_,_,_,_,_
a,c,t,i,o,n,_,_,_,_,_,_,n
a,c,t,i,v,e,_,_,_,_,_,_,o
a,c,t,i,v,i,t,y,_,_,_,_,i
a,c,t,o,r,_,_,_,_,_,_,_,_
a,d,a,p,t,o,r,_,_,_,_,_,a
a,d,d,_,_,_,_,_,_,_,_,_,r
a,d,d,i,c,t,e,d,_,_,_,_,d
a,d,d,r,e,s,s,_,_,_,_,_,c
a,d,j,u,s,t,_,_,_,_,_,_,a
a,d,m,i,s,s,i,o,n,_,_,_,i
a,d,m,i,t,_,_,_,_,_,_,_,s
a,d,o,l,e,s,c,e,n,t,_,_,s
a,d,o,p,t,_,_,_,_,_,_,_,a
a,d,u,l,t,_,_,_,_,_,_,_,o
a,d,u,l,t,e,r,y,_,_,_,_,e
a,d,v,a,n,c,e,_,_,_,_,_,d
a,d,v,a,n,c,e,d,_,_,_,_,a
a,d,v,a,n,t,a,g,e,_,_,_,j
a,d,v,e,n,t,u,r,e,_,_,_,u
a,d,v,e,r,t,i,s,e,m,e,n,i
a,d,v,i,c,e,_,_,_,_,_,_,j
a,d,v,i,s,e,_,_,_,_,_,_,e
a,e,r,i,a,l,_,_,_,_,_,_,a
a,f,f,e,c,t,_,_,_,_,_,_,a
a,f,f,e,c,t,i,o,n,_,_,_,o
a,f,f,o,r,d,_,_,_,_,_,_,_
a,f,r,a,i,d,_,_,_,_,_,_,a
a,f,r,a,i,d,_,_,_,_,_,_,_
a,f,t,e,r,_,_,_,_,_,_,_,é
a,f,t,e,r,_,_,_,_,_,_,_,é
a,f,t,e,r,n,o,o,n,_,_,_,_
a,f,t,e,r,w,a,r,d,s,_,_,é
a,g,a,i,n,_,_,_,_,_,_,_,v
a,g,a,i,n,s,t,_,_,_,_,_,a
a,g,e,_,_,_,_,_,_,_,_,_,_
a,g,e,n,c,y,_,_,_,_,_,_,i
a,g,e,n,t,_,_,_,_,_,_,_,e
a,g,g,r,e,s,s,i,v,e,_,_,i
a,g,o,_,_,_,_,_,_,_,_,_,u
a,g,r,e,e,_,_,_,_,_,_,_,_
a,i,m,_,_,_,_,_,_,_,_,_,i
a,i,r,_,_,_,_,_,_,_,_,_,_
a,i,r,_,b,a,s,e,_,_,_,_,a
a,i,r,_,f,i,l,t,e,r,_,_,o
